,carat,cut,color,clarity,depth,table,x,y,z,clarity_scale,price_predict
1030,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,6,550.5948169237838
1031,0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,8,2662.340174971172
1032,0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,6,1220.1726133778338
1033,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,7,2713.8461593137913
1034,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,6,2765.3521436564106
1035,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,7,2816.85812799903
1036,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,4,3640.9538774809375
1037,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,10,1735.2324568040262
1038,0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,1,4053.001752221891
1039,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,5,911.1367073221186
1040,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,7,859.6307229794993
1041,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,5,1065.6546603499764
1042,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,5,1889.750409831884
1043,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,7,3022.8820653695066
1044,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,5,653.6067856090224
1045,0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,6,1220.1726133778338
1046,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,7,1683.726472461407
1047,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,5,653.6067856090224
1048,0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,8,2662.340174971172
1049,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,6,653.6067856090224
1050,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,5,2610.8341906285527
1051,0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,4,2610.8341906285527
1052,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,5,1683.726472461407
1053,0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,5,1117.1606446925953
1054,0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,7,602.1008012664031
1055,0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,7,2250.292300230218
1056,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,5,1065.6546603499764
1057,0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,5,3692.4598618235564
1058,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,5,602.1008012664031
1059,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,4,2971.3760810268873
1060,0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,7,396.0768638959264
1061,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,7,756.618754294261
1062,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,6,550.5948169237838
1063,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,6,653.6067856090224
1064,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,5,2662.340174971172
1065,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,8,808.12473863688
1066,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,7,241.55891086806855
1067,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,5,1117.1606446925953
1068,0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,5,3640.9538774809375
1069,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,6,602.1008012664031
1070,0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,5,3280.411987082602
1071,0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,6,3640.9538774809375
1072,0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,6,1065.6546603499764
1073,0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,10,1117.1606446925953
1074,0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,8,396.0768638959264
1075,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,5,2610.8341906285527
1076,0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,8,653.6067856090224
1077,0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,6,2971.3760810268873
1078,0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,9,241.55891086806855
1079,0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,6,653.6067856090224
1080,0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,5,550.5948169237838
1081,0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,6,653.6067856090224
1082,0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,8,705.1127699516417
1083,0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,4,1683.726472461407
1084,0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,7,1065.6546603499764
1085,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,6,1735.2324568040262
1086,0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,5,1117.1606446925953
1087,0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,4,3640.9538774809375
1088,0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,6,1580.7145037761684
1089,0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,8,190.0529265254495
1090,0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,5,1014.1486760073569
1091,0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,9,396.0768638959264
1092,0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,6,35.534973497591864
1093,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,7,1632.2204881187877
1094,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,5,1941.2563941745025
1095,0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,5,1117.1606446925953
1096,0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,5,550.5948169237838
1097,0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,6,1065.6546603499764
1098,0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,5,2044.268362859741
1099,0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,7,2610.8341906285527
1100,0.5,Premium,E,VS2,61.8,58.0,5.11,5.05,3.14,6,1580.7145037761684
1101,0.53,Premium,I,VS1,62.3,58.0,5.18,5.26,3.25,7,1735.2324568040262
1102,0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,5,1529.208519433549
1103,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,4,1323.1845820630724
1104,0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,6,1632.2204881187877
1105,0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88,5,3640.9538774809375
1106,0.51,Ideal,F,VS2,61.0,57.0,5.16,5.11,3.13,6,1632.2204881187877
1107,0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,7,550.5948169237838
1108,0.3,Premium,F,IF,60.7,58.0,4.33,4.37,2.64,10,550.5948169237838
1109,0.91,Ideal,F,SI1,62.0,57.0,6.22,6.24,3.86,5,3692.4598618235564
1110,0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,9,190.0529265254495
1111,0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,6,1014.1486760073569
1112,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,6,1941.2563941745025
1113,0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,10,396.0768638959264
1114,0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,6,962.6426916647376
1115,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,5,4104.50773656451
1116,0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,8,1580.7145037761684
1117,0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,5,2816.85812799903
1118,0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,7,2868.3641123416487
1119,0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,4,1941.2563941745025
1120,0.52,Very Good,F,SI1,62.6,58.0,5.11,5.14,3.21,5,1683.726472461407
1121,0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,7,1117.1606446925953
1122,0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,5,2868.3641123416487
1123,0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,8,3640.9538774809375
1124,0.55,Very Good,I,SI1,63.6,57.0,5.15,5.19,3.29,5,1838.2444254892648
1125,0.7,Premium,E,VVS1,61.7,59.0,5.71,5.67,3.51,9,2610.8341906285527
1126,0.3,Ideal,F,SI1,61.9,54.0,4.33,4.36,2.69,5,550.5948169237838
1127,0.38,Ideal,E,VVS1,62.3,56.0,4.64,4.67,2.9,9,962.6426916647376
1128,0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,6,3640.9538774809375
1129,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,5,1580.7145037761684
1130,0.35,Ideal,E,VVS1,61.9,56.0,4.53,4.55,2.81,9,808.12473863688
1131,0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,6,756.618754294261
1132,0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,6,550.5948169237838
1133,0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,7,1683.726472461407
1134,0.98,Good,F,SI1,56.8,64.0,6.68,6.52,3.75,5,4053.001752221891
1135,0.35,Ideal,F,SI1,61.5,55.9,4.53,4.56,2.8,5,808.12473863688
1136,0.32,Ideal,J,IF,62.2,55.0,4.4,4.44,2.75,10,653.6067856090224
1137,0.5,Very Good,E,VS2,63.2,57.0,5.06,5.03,3.19,6,1580.7145037761684
1138,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,4,602.1008012664031
1139,0.46,Ideal,G,VVS1,62.0,54.0,4.97,5.0,3.09,9,1374.6905664056917
1140,0.51,Ideal,D,VS2,61.9,55.0,5.15,5.19,3.2,6,1632.2204881187877
1141,0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,5,859.6307229794993
1142,0.66,Premium,D,VS1,61.0,58.0,5.67,5.57,3.43,7,2404.810253258076
1143,0.3,Premium,E,VS2,62.5,58.0,4.26,4.31,2.68,6,550.5948169237838
1144,0.7,Premium,F,SI2,62.6,58.0,5.64,5.6,3.52,4,2610.8341906285527
1145,0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,7,550.5948169237838
1146,0.9,Very Good,D,SI1,62.5,59.0,6.13,6.19,3.85,5,3640.9538774809375
1147,0.7,Premium,E,SI1,61.0,56.0,5.75,5.69,3.49,5,2610.8341906285527
1148,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,5,550.5948169237838
1149,0.88,Very Good,I,SI1,62.5,56.0,6.06,6.19,3.83,5,3537.941908795699
1150,0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,5,550.5948169237838
1151,0.59,Ideal,G,SI1,61.3,56.0,5.41,5.43,3.32,5,2044.268362859741
1152,0.76,Fair,D,SI2,55.5,69.0,6.16,6.07,3.39,4,2919.870096684268
1153,0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,4,1992.7623785171218
1154,0.25,Good,D,VVS2,64.6,56.0,3.97,3.99,2.57,8,293.06489521068784
1155,0.33,Ideal,H,VVS1,62.5,56.0,4.42,4.44,2.77,9,705.1127699516417
1156,0.78,Ideal,H,VVS2,62.1,56.0,5.88,5.9,3.66,8,3022.8820653695066
1157,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,7,3640.9538774809375
1158,0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,10,808.12473863688
1159,0.23,Very Good,E,VVS2,62.4,59.0,3.89,3.93,2.44,8,190.0529265254495
1160,0.32,Premium,G,VS2,62.6,60.0,4.36,4.33,2.72,6,653.6067856090224
1161,0.96,Ideal,G,SI1,62.6,57.0,6.28,6.24,3.92,5,3949.9897835366523
1162,0.72,Very Good,F,VS1,63.4,57.0,5.68,5.7,3.61,7,2713.8461593137913
1163,0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,5,1065.6546603499764
1164,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,5,1632.2204881187877
1165,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,4,2971.3760810268873
1166,0.51,Ideal,G,VVS2,61.5,57.0,5.18,5.13,3.17,8,1632.2204881187877
1167,0.3,Ideal,G,VVS2,62.9,55.0,4.31,4.28,2.7,8,550.5948169237838
1168,0.32,Premium,G,VS1,59.2,59.0,4.47,4.45,2.64,7,653.6067856090224
1169,0.58,Ideal,F,VS1,60.3,57.0,5.47,5.44,3.29,7,1992.7623785171218
1170,0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,5,1271.6785977204531
1171,0.38,Ideal,I,VS1,62.4,54.4,4.62,4.66,2.9,7,962.6426916647376
1172,0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6,7,2868.3641123416487
1173,0.6,Very Good,D,VS2,61.5,59.0,5.4,5.43,3.33,6,2095.7743472023603
1174,0.42,Ideal,H,VS2,62.1,54.0,4.82,4.84,3.0,6,1168.6666290352146
1175,0.43,Ideal,H,VVS2,62.3,55.0,4.85,4.82,3.01,8,1220.1726133778338
1176,0.34,Ideal,E,VVS1,61.6,55.0,4.5,4.52,2.78,9,756.618754294261
1177,0.34,Ideal,F,VS2,62.1,56.0,4.45,4.47,2.77,6,756.618754294261
1178,0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,6,1168.6666290352146
1179,0.28,Very Good,F,VVS2,60.6,59.0,4.22,4.26,2.57,8,447.5828482385457
1180,0.37,Very Good,E,VS2,62.3,59.0,4.56,4.59,2.85,6,911.1367073221186
1181,0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66,8,550.5948169237838
1182,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.36,2.69,9,602.1008012664031
1183,0.28,Ideal,E,VS2,61.5,56.0,4.22,4.24,2.6,6,447.5828482385457
1184,0.53,Ideal,G,VS2,60.1,54.0,5.31,5.3,3.19,6,1735.2324568040262
1185,0.33,Ideal,F,VVS2,61.3,56.0,4.44,4.46,2.73,8,705.1127699516417
1186,0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,6,1271.6785977204531
1187,0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,9,550.5948169237838
1188,0.71,Ideal,I,VS1,62.2,54.0,5.71,5.75,3.56,7,2662.340174971172
1189,0.31,Ideal,G,VS1,61.0,56.0,4.4,4.35,2.67,7,602.1008012664031
1190,0.25,Very Good,G,VVS1,60.6,55.0,4.12,4.14,2.5,9,293.06489521068784
1191,0.35,Premium,F,SI1,60.2,58.0,4.54,4.6,2.75,5,808.12473863688
1192,0.31,Very Good,I,SI1,63.3,53.0,4.32,4.3,2.73,5,602.1008012664031
1193,0.74,Ideal,F,VS1,62.0,57.0,5.81,5.78,3.6,7,2816.85812799903
1194,0.3,Ideal,G,VVS2,62.6,53.0,4.31,4.35,2.71,8,550.5948169237838
1195,0.58,Ideal,I,VS2,61.8,55.0,5.36,5.38,3.32,6,1992.7623785171218
1196,0.51,Ideal,D,SI1,61.9,54.0,5.14,5.2,3.19,5,1632.2204881187877
1197,0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,7,962.6426916647376
1198,0.36,Ideal,G,IF,61.5,56.0,4.59,4.62,2.83,10,859.6307229794993
1199,0.51,Premium,I,SI1,61.3,58.0,5.16,5.11,3.15,5,1632.2204881187877
1200,0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,8,550.5948169237838
1201,0.27,Ideal,E,VS1,61.6,56.0,4.14,4.17,2.56,7,396.0768638959264
1202,0.78,Very Good,D,SI1,62.5,58.0,5.86,5.89,3.67,5,3022.8820653695066
1203,0.65,Ideal,J,SI1,61.4,55.0,5.58,5.62,3.44,5,2353.3042689154568
1204,0.7,Premium,E,VS2,60.2,60.0,5.73,5.7,3.44,6,2610.8341906285527
1205,0.31,Ideal,E,IF,60.4,56.0,4.43,4.38,2.66,10,602.1008012664031
1206,0.33,Premium,G,SI1,61.1,59.0,4.45,4.42,2.71,5,705.1127699516417
1207,0.84,Very Good,D,SI2,63.6,57.0,5.95,6.0,3.8,4,3331.917971425222
1208,0.37,Ideal,F,SI1,61.3,55.0,4.61,4.65,2.84,5,911.1367073221186
1209,0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,6,1632.2204881187877
1210,0.55,Premium,F,VS2,62.5,58.0,5.25,5.22,3.27,6,1838.2444254892648
1211,0.4,Ideal,G,VS1,62.4,57.0,4.74,4.72,2.95,7,1065.6546603499764
1212,0.43,Very Good,E,VVS1,60.3,58.0,4.86,4.93,2.95,9,1220.1726133778338
1213,0.5,Ideal,G,VVS2,61.0,56.0,5.13,5.14,3.13,8,1580.7145037761684
1214,0.58,Very Good,F,VVS1,59.7,57.0,5.48,5.51,3.28,9,1992.7623785171218
1215,0.58,Ideal,H,SI1,62.2,57.0,5.34,5.37,3.33,5,1992.7623785171218
1216,0.53,Very Good,D,VS2,62.6,58.0,5.14,5.18,3.23,6,1735.2324568040262
1217,0.37,Ideal,D,SI1,61.5,57.0,4.63,4.6,2.84,5,911.1367073221186
1218,0.7,Premium,E,VS2,61.4,59.0,5.73,5.7,3.51,6,2610.8341906285527
1219,0.35,Ideal,H,IF,61.7,56.0,4.53,4.55,2.8,10,808.12473863688
1220,0.28,Very Good,F,VS2,61.7,58.0,4.17,4.19,2.58,6,447.5828482385457
1221,0.71,Very Good,E,VS2,59.4,58.0,5.76,5.82,3.44,6,2662.340174971172
1222,0.26,Ideal,E,VVS2,61.6,57.0,4.13,4.18,2.56,8,344.5708795533071
1223,0.91,Ideal,E,VVS1,61.7,56.0,6.18,6.23,3.83,9,3692.4598618235564
1224,0.9,Ideal,H,VS1,62.2,58.0,6.14,6.17,3.83,7,3640.9538774809375
1225,0.34,Premium,H,VVS1,61.5,60.0,4.45,4.49,2.75,9,756.618754294261
1226,0.74,Ideal,D,SI2,62.2,57.0,5.78,5.82,3.61,4,2816.85812799903
1227,0.6,Ideal,E,VVS1,62.5,53.7,5.35,5.43,3.38,9,2095.7743472023603
1228,0.42,Ideal,I,VVS1,60.5,57.0,4.84,4.88,2.94,9,1168.6666290352146
1229,0.28,Very Good,E,VS1,59.0,60.0,4.26,4.32,2.53,7,447.5828482385457
1230,0.39,Very Good,F,VS2,60.1,56.0,4.77,4.82,2.88,6,1014.1486760073569
1231,0.34,Ideal,E,VS2,62.4,54.0,4.48,4.49,2.8,6,756.618754294261
1232,0.37,Premium,G,VS2,62.8,60.0,4.59,4.55,2.87,6,911.1367073221186
1233,0.71,Ideal,G,VS2,62.4,57.0,5.69,5.66,3.54,6,2662.340174971172
1234,0.57,Good,D,VS2,58.3,61.0,5.42,5.45,3.17,6,1941.2563941745025
1235,0.52,Ideal,F,VVS2,60.6,56.0,5.22,5.24,3.17,8,1683.726472461407
1236,0.39,Premium,G,VS2,60.4,61.0,4.7,4.67,2.83,6,1014.1486760073569
1237,0.7,Ideal,G,VS1,62.7,57.0,5.66,5.7,3.56,7,2610.8341906285527
1238,0.7,Very Good,G,VVS2,60.8,57.0,5.72,5.76,3.49,8,2610.8341906285527
1239,0.41,Premium,J,VS1,62.1,58.0,4.79,4.75,2.96,7,1117.1606446925953
1240,0.73,Very Good,H,VS2,60.8,56.0,5.82,5.84,3.55,6,2765.3521436564106
1241,0.72,Ideal,G,VS1,61.6,56.0,5.75,5.78,3.55,7,2713.8461593137913
1242,0.31,Ideal,J,VS2,62.2,55.0,4.32,4.36,2.7,6,602.1008012664031
1243,0.38,Ideal,F,VVS1,61.1,57.0,4.71,4.69,2.87,9,962.6426916647376
1244,0.41,Ideal,J,VS1,62.1,56.0,4.79,4.75,2.96,7,1117.1606446925953
1245,0.7,Ideal,E,SI1,62.8,56.0,5.69,5.72,3.58,5,2610.8341906285527
1246,0.31,Ideal,H,VVS2,62.2,55.0,4.35,4.36,2.71,8,602.1008012664031
1247,0.71,Very Good,F,VS2,63.2,59.0,5.66,5.6,3.56,6,2662.340174971172
1248,0.56,Ideal,H,VS1,61.8,55.0,5.29,5.33,3.28,7,1889.750409831884
1249,0.7,Ideal,D,SI1,61.8,56.0,5.63,5.73,3.51,5,2610.8341906285527
1250,0.51,Ideal,G,VS2,61.7,57.0,5.12,5.15,3.17,6,1632.2204881187877
1251,0.51,Premium,D,SI1,60.1,60.0,5.14,5.18,3.1,5,1632.2204881187877
1252,0.44,Premium,I,VVS1,60.8,57.0,4.93,4.88,2.98,9,1271.6785977204531
1253,0.34,Premium,G,VVS2,61.6,58.0,4.44,4.49,2.75,8,756.618754294261
1254,0.8,Very Good,F,SI1,63.9,56.0,5.84,5.87,3.74,5,3125.8940340547456
1255,0.38,Very Good,E,SI1,62.8,58.0,4.6,4.63,2.9,5,962.6426916647376
1256,0.51,Premium,G,SI2,62.5,56.0,5.12,5.09,3.19,4,1632.2204881187877
1257,0.34,Ideal,I,SI1,61.9,57.0,4.44,4.48,2.76,5,756.618754294261
1258,0.38,Ideal,F,VS2,61.3,57.0,4.65,4.68,2.86,6,962.6426916647376
1259,0.3,Ideal,H,SI1,62.1,56.0,4.3,4.32,2.67,5,550.5948169237838
1260,0.36,Ideal,F,SI2,61.2,56.0,4.61,4.64,2.83,4,859.6307229794993
1261,0.72,Very Good,H,VVS2,60.3,56.0,5.81,5.83,3.51,8,2713.8461593137913
1262,0.31,Ideal,G,VVS1,60.6,57.0,4.4,4.38,2.66,9,602.1008012664031
1263,0.41,Premium,G,VVS1,59.7,60.0,4.83,4.85,2.89,9,1117.1606446925953
1264,0.7,Very Good,J,SI1,61.7,57.0,5.65,5.69,3.5,5,2610.8341906285527
1265,0.31,Premium,G,VVS2,61.5,58.0,4.31,4.34,2.66,8,602.1008012664031
1266,0.3,Good,G,SI1,63.8,56.0,4.3,4.26,2.73,5,550.5948169237838
1267,0.31,Good,D,SI2,63.6,54.0,4.31,4.34,2.75,4,602.1008012664031
1268,0.51,Premium,F,SI1,60.5,59.0,5.18,5.13,3.12,5,1632.2204881187877
1269,0.82,Premium,F,SI1,61.1,60.0,6.02,5.96,3.66,5,3228.9060027399833
1270,0.3,Very Good,E,SI1,60.6,56.0,4.35,4.37,2.64,5,550.5948169237838
1271,0.7,Very Good,F,VS2,60.5,58.0,5.78,5.83,3.51,6,2610.8341906285527
1272,0.53,Ideal,E,SI1,60.6,57.0,5.27,5.23,3.18,5,1735.2324568040262
1273,0.71,Ideal,F,SI2,62.1,56.0,5.75,5.7,3.56,4,2662.340174971172
1274,0.71,Premium,I,VS2,62.8,59.0,5.67,5.64,3.55,6,2662.340174971172
1275,0.4,Good,F,VS2,62.0,61.3,4.69,4.72,2.91,6,1065.6546603499764
1276,0.34,Ideal,D,VS2,60.6,57.0,4.51,4.53,2.74,6,756.618754294261
1277,0.7,Fair,H,SI1,65.3,55.0,5.58,5.54,3.63,5,2610.8341906285527
1278,0.72,Premium,D,SI2,60.2,56.0,5.85,5.82,3.51,4,2713.8461593137913
1279,0.47,Fair,D,IF,60.6,60.0,5.09,4.98,3.05,10,1426.1965507483105
1280,0.3,Good,H,VS1,63.2,59.0,4.31,4.27,2.71,7,550.5948169237838
1281,0.93,Good,D,SI2,64.5,58.0,6.11,6.14,3.95,4,3795.471830508795
1282,0.39,Ideal,G,VS1,61.3,56.0,4.68,4.71,2.88,7,1014.1486760073569
1283,0.34,Very Good,H,VVS2,61.0,55.0,4.52,4.55,2.76,8,756.618754294261
1284,0.99,Ideal,F,VS1,61.0,55.0,6.46,6.52,3.96,7,4104.50773656451
1285,0.72,Very Good,H,SI1,60.3,55.0,5.84,5.85,3.52,5,2713.8461593137913
1286,0.34,Premium,D,VS2,59.3,58.0,4.55,4.52,2.69,6,756.618754294261
1287,0.93,Very Good,F,I1,61.3,59.0,6.22,6.27,3.83,1,3795.471830508795
1288,0.3,Ideal,G,VS1,61.9,56.0,4.29,4.34,2.67,7,550.5948169237838
1289,0.72,Ideal,D,SI1,61.6,55.0,5.75,5.8,3.56,5,2713.8461593137913
1290,0.38,Very Good,E,IF,59.5,57.0,4.77,4.84,2.86,10,962.6426916647376
1291,0.51,Good,F,SI1,64.1,58.0,5.03,5.02,3.22,5,1632.2204881187877
1292,0.9,Fair,D,VS2,57.4,65.0,6.26,6.29,3.6,6,3640.9538774809375
1293,0.77,Ideal,J,SI1,61.6,55.0,5.87,5.93,3.63,5,2971.3760810268873
1294,0.3,Premium,H,VVS1,62.6,60.0,4.26,4.21,2.65,9,550.5948169237838
1295,0.56,Ideal,E,VS2,60.7,57.0,5.34,5.31,3.23,6,1889.750409831884
1296,0.5,Good,G,SI2,63.8,57.0,5.02,4.98,3.19,4,1580.7145037761684
1297,0.52,Very Good,F,VS2,61.1,56.0,5.21,5.24,3.19,6,1683.726472461407
1298,0.71,Ideal,G,VS1,61.4,56.0,5.76,5.73,3.53,7,2662.340174971172
1299,0.61,Premium,I,VS1,60.0,61.0,5.53,5.5,3.31,7,2147.2803315449796
1300,0.61,Ideal,G,VVS1,61.2,56.0,5.46,5.48,3.35,9,2147.2803315449796
1301,0.43,Premium,G,IF,61.0,58.0,4.82,4.88,2.96,10,1220.1726133778338
1302,0.79,Very Good,D,SI2,62.8,59.0,5.86,5.9,3.69,4,3074.388049712126
1303,0.71,Very Good,E,VS2,64.0,57.0,5.66,5.68,3.63,6,2662.340174971172
1304,0.37,Ideal,G,VS2,61.3,57.0,4.6,4.64,2.83,6,911.1367073221186
1305,0.7,Very Good,G,SI1,62.5,57.0,5.63,5.7,3.54,5,2610.8341906285527
1306,0.51,Premium,H,SI1,60.6,59.0,5.17,5.13,3.12,5,1632.2204881187877
1307,0.52,Very Good,F,SI1,63.7,58.0,5.11,5.13,3.26,5,1683.726472461407
1308,0.35,Ideal,I,VS1,60.9,57.0,4.54,4.59,2.78,7,808.12473863688
1309,0.74,Premium,E,VS1,60.9,62.0,5.83,5.8,3.54,7,2816.85812799903
1310,0.71,Ideal,F,SI2,61.6,57.0,5.72,5.75,3.53,4,2662.340174971172
1311,0.24,Very Good,E,VVS2,60.9,58.0,4.03,4.05,2.46,8,241.55891086806855
1312,0.4,Good,E,SI1,63.2,56.0,4.65,4.69,2.95,5,1065.6546603499764
1313,0.51,Premium,D,SI1,62.3,57.0,5.13,5.08,3.18,5,1632.2204881187877
1314,0.36,Ideal,E,VS1,62.0,56.0,4.59,4.57,2.84,7,859.6307229794993
1315,0.71,Ideal,D,VS1,61.5,58.0,5.75,5.77,3.54,7,2662.340174971172
1316,0.25,Ideal,G,VS2,61.4,57.0,4.08,4.1,2.51,6,293.06489521068784
1317,0.3,Premium,D,SI2,62.3,58.0,4.29,4.32,2.68,4,550.5948169237838
1318,0.31,Ideal,D,VS2,62.5,56.0,4.36,4.34,2.72,6,602.1008012664031
