,carat,cut,color,clarity,depth,table,x,y,z,carat_range,price_predicted
1061,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,bucket_1,2119.582799634035
1062,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,bucket_1,2119.582799634035
1063,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,bucket_1,2119.582799634035
1064,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,bucket_1,2119.582799634035
1065,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,bucket_1,2119.582799634035
1066,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,bucket_1,2119.582799634035
1067,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,bucket_1,2119.582799634035
1068,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,bucket_1,2119.582799634035
1069,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,bucket_1,2119.582799634035
1070,0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,bucket_1,2119.582799634035
1071,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,bucket_1,2119.582799634035
1072,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,bucket_1,2119.582799634035
1073,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,bucket_1,2119.582799634035
1074,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,bucket_1,2119.582799634035
1075,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,bucket_1,2119.582799634035
1076,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,bucket_1,2119.582799634035
1077,0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,bucket_1,2119.582799634035
1078,0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,bucket_1,2119.582799634035
1079,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,bucket_1,2119.582799634035
1080,0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,bucket_1,2119.582799634035
1081,0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,bucket_1,2119.582799634035
1082,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,bucket_1,2119.582799634035
1083,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,bucket_1,2119.582799634035
1084,0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,bucket_1,2119.582799634035
1085,0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,bucket_1,2119.582799634035
1086,0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,bucket_1,2119.582799634035
1087,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,bucket_1,2119.582799634035
1088,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,bucket_1,2119.582799634035
1089,0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,bucket_1,2119.582799634035
1090,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,bucket_1,2119.582799634035
1091,0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,bucket_1,2119.582799634035
1092,0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,bucket_1,2119.582799634035
1093,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,bucket_1,2119.582799634035
1094,0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,bucket_1,2119.582799634035
1095,0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,bucket_1,2119.582799634035
1096,0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,bucket_1,2119.582799634035
1097,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,bucket_1,2119.582799634035
1098,0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,bucket_1,2119.582799634035
1099,0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,bucket_1,2119.582799634035
1100,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,bucket_1,2119.582799634035
1101,0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,bucket_1,2119.582799634035
1102,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,bucket_1,2119.582799634035
1103,0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,bucket_1,2119.582799634035
1104,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,bucket_1,2119.582799634035
1105,0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,bucket_1,2119.582799634035
1106,0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,bucket_1,2119.582799634035
1107,0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,bucket_1,2119.582799634035
1108,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,bucket_1,2119.582799634035
1109,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,bucket_1,2119.582799634035
1110,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,bucket_1,2119.582799634035
1111,0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,bucket_1,2119.582799634035
1112,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,bucket_1,2119.582799634035
1113,0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,bucket_1,2119.582799634035
1114,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,bucket_1,2119.582799634035
1115,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,bucket_1,2119.582799634035
1116,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,bucket_1,2119.582799634035
1117,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,bucket_1,2119.582799634035
1118,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,bucket_1,2119.582799634035
1119,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,bucket_1,2119.582799634035
1120,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,bucket_1,2119.582799634035
1121,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,bucket_1,2119.582799634035
1122,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,bucket_1,2119.582799634035
1123,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,bucket_1,2119.582799634035
1124,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,bucket_1,2119.582799634035
1125,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,bucket_1,2119.582799634035
1126,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,bucket_1,2119.582799634035
1127,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,bucket_1,2119.582799634035
1128,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,bucket_1,2119.582799634035
1129,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,bucket_1,2119.582799634035
1130,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,bucket_1,2119.582799634035
1131,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,bucket_1,2119.582799634035
1132,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,bucket_1,2119.582799634035
1133,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,bucket_1,2119.582799634035
1134,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,bucket_1,2119.582799634035
1135,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,bucket_1,2119.582799634035
1136,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,bucket_1,2119.582799634035
1137,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,bucket_1,2119.582799634035
1138,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,bucket_1,2119.582799634035
1139,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,bucket_1,2119.582799634035
1140,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,bucket_1,2119.582799634035
1141,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,bucket_1,2119.582799634035
1142,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,bucket_1,2119.582799634035
1143,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,bucket_1,2119.582799634035
1144,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,bucket_1,2119.582799634035
1145,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,bucket_1,2119.582799634035
1146,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,bucket_1,2119.582799634035
1147,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,bucket_1,2119.582799634035
1148,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,bucket_1,2119.582799634035
1149,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,bucket_1,2119.582799634035
1150,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,bucket_1,2119.582799634035
1151,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,bucket_1,2119.582799634035
1152,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,bucket_1,2119.582799634035
1153,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,bucket_1,2119.582799634035
1154,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,bucket_1,2119.582799634035
1155,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,bucket_1,2119.582799634035
1156,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,bucket_1,2119.582799634035
1157,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,bucket_1,2119.582799634035
1158,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,bucket_1,2119.582799634035
1159,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,bucket_1,2119.582799634035
1160,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,bucket_1,2119.582799634035
1161,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,bucket_1,2119.582799634035
1162,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,bucket_1,2119.582799634035
1163,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,bucket_1,2119.582799634035
1164,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,bucket_1,2119.582799634035
1165,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,bucket_1,2119.582799634035
1166,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,bucket_1,2119.582799634035
1167,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,bucket_1,2119.582799634035
1168,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,bucket_1,2119.582799634035
1169,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,bucket_1,2119.582799634035
1170,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,bucket_1,2119.582799634035
1171,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,bucket_1,2119.582799634035
1172,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,bucket_1,2119.582799634035
1173,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,bucket_1,2119.582799634035
1174,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,bucket_1,2119.582799634035
1175,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,bucket_1,2119.582799634035
1176,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,bucket_1,2119.582799634035
1177,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,bucket_1,2119.582799634035
1178,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,bucket_1,2119.582799634035
1179,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,bucket_1,2119.582799634035
1180,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,bucket_1,2119.582799634035
1181,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,bucket_1,2119.582799634035
1182,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,bucket_1,2119.582799634035
1183,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,bucket_1,2119.582799634035
1184,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,bucket_1,2119.582799634035
1185,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,bucket_1,2119.582799634035
1186,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,bucket_1,2119.582799634035
1187,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,bucket_1,2119.582799634035
1188,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,bucket_1,2119.582799634035
1189,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,bucket_1,2119.582799634035
1190,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,bucket_1,2119.582799634035
1191,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,bucket_1,2119.582799634035
1192,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,bucket_1,2119.582799634035
1193,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,bucket_1,2119.582799634035
1194,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,bucket_1,2119.582799634035
1195,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,bucket_1,2119.582799634035
1196,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,bucket_1,2119.582799634035
1197,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,bucket_1,2119.582799634035
1198,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,bucket_1,2119.582799634035
1199,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,bucket_1,2119.582799634035
1200,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,bucket_1,2119.582799634035
1201,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,bucket_1,2119.582799634035
1202,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,bucket_1,2119.582799634035
1203,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,bucket_1,2119.582799634035
1204,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,bucket_1,2119.582799634035
1205,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,bucket_1,2119.582799634035
1206,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,bucket_1,2119.582799634035
1207,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,bucket_1,2119.582799634035
1208,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,bucket_1,2119.582799634035
1209,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,bucket_1,2119.582799634035
1210,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,bucket_1,2119.582799634035
1211,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,bucket_1,2119.582799634035
1212,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,bucket_1,2119.582799634035
1213,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,bucket_1,2119.582799634035
1214,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,bucket_1,2119.582799634035
1215,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,bucket_1,2119.582799634035
1216,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,bucket_1,2119.582799634035
1217,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,bucket_1,2119.582799634035
1218,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,bucket_1,2119.582799634035
1219,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,bucket_1,2119.582799634035
1220,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,bucket_1,2119.582799634035
1221,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,bucket_1,2119.582799634035
1222,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,bucket_1,2119.582799634035
1223,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,bucket_1,2119.582799634035
1224,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,bucket_1,2119.582799634035
1225,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,bucket_1,2119.582799634035
1226,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,bucket_1,2119.582799634035
1227,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,bucket_1,2119.582799634035
1228,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,bucket_1,2119.582799634035
1229,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,bucket_1,2119.582799634035
1230,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,bucket_1,2119.582799634035
1231,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,bucket_1,2119.582799634035
1232,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,bucket_1,2119.582799634035
1233,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,bucket_1,2119.582799634035
1234,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,bucket_1,2119.582799634035
1235,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,bucket_1,2119.582799634035
1236,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,bucket_1,2119.582799634035
1237,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,bucket_1,2119.582799634035
1238,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,bucket_1,2119.582799634035
1239,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,bucket_1,2119.582799634035
1240,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,bucket_1,2119.582799634035
1241,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,bucket_1,2119.582799634035
1242,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,bucket_1,2119.582799634035
1243,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,bucket_1,2119.582799634035
1244,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,bucket_1,2119.582799634035
1245,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,bucket_1,2119.582799634035
1246,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,bucket_1,2119.582799634035
1247,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,bucket_1,2119.582799634035
1248,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,bucket_1,2119.582799634035
1249,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,bucket_1,2119.582799634035
1250,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,bucket_1,2119.582799634035
1251,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,bucket_1,2119.582799634035
1252,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,bucket_1,2119.582799634035
1253,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,bucket_1,2119.582799634035
1254,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,bucket_1,2119.582799634035
1255,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,bucket_1,2119.582799634035
1256,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,bucket_1,2119.582799634035
1257,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,bucket_1,2119.582799634035
1258,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,bucket_1,2119.582799634035
1259,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,bucket_1,2119.582799634035
1260,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,bucket_1,2119.582799634035
1261,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,bucket_1,2119.582799634035
1262,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,bucket_1,2119.582799634035
1263,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,bucket_1,2119.582799634035
1264,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,bucket_1,2119.582799634035
1265,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,bucket_1,2119.582799634035
1266,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,bucket_1,2119.582799634035
1267,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,bucket_1,2119.582799634035
1268,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,bucket_1,2119.582799634035
1269,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,bucket_1,2119.582799634035
1270,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,bucket_1,2119.582799634035
1271,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,bucket_1,2119.582799634035
1272,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,bucket_1,2119.582799634035
1273,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,bucket_1,2119.582799634035
1274,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,bucket_1,2119.582799634035
1275,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,bucket_1,2119.582799634035
1276,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,bucket_1,2119.582799634035
1277,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,bucket_1,2119.582799634035
1278,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,bucket_1,2119.582799634035
1279,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,bucket_1,2119.582799634035
1280,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,bucket_1,2119.582799634035
1281,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,bucket_1,2119.582799634035
1282,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,bucket_1,2119.582799634035
1283,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,bucket_1,2119.582799634035
1284,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,bucket_1,2119.582799634035
1285,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,bucket_1,2119.582799634035
1286,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,bucket_1,2119.582799634035
1287,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,bucket_1,2119.582799634035
1288,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,bucket_1,2119.582799634035
1289,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,bucket_1,2119.582799634035
1290,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,bucket_1,2119.582799634035
1291,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,bucket_1,2119.582799634035
1292,0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,bucket_1,2119.582799634035
1293,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,bucket_1,2119.582799634035
1294,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,bucket_1,2119.582799634035
1295,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,bucket_1,2119.582799634035
1296,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,bucket_1,2119.582799634035
1297,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,bucket_1,2119.582799634035
1298,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,bucket_1,2119.582799634035
1299,0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,bucket_1,2119.582799634035
1300,0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,bucket_1,2119.582799634035
1301,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,bucket_1,2119.582799634035
1302,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,bucket_1,2119.582799634035
1303,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,bucket_1,2119.582799634035
1304,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,bucket_1,2119.582799634035
1305,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,bucket_1,2119.582799634035
1306,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,bucket_1,2119.582799634035
1307,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,bucket_1,2119.582799634035
1308,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,bucket_1,2119.582799634035
1309,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,bucket_1,2119.582799634035
1310,0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,bucket_1,2119.582799634035
1311,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,bucket_1,2119.582799634035
1312,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,bucket_1,2119.582799634035
1313,0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,bucket_1,2119.582799634035
1314,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,bucket_1,2119.582799634035
1315,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,bucket_1,2119.582799634035
1316,0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,bucket_1,2119.582799634035
1317,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,bucket_1,2119.582799634035
1318,0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,bucket_1,2119.582799634035
1319,0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,bucket_1,2119.582799634035
1320,0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,bucket_1,2119.582799634035
1321,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,bucket_1,2119.582799634035
1322,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,bucket_1,2119.582799634035
1323,0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,bucket_1,2119.582799634035
1324,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,bucket_1,2119.582799634035
1325,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,bucket_1,2119.582799634035
1326,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,bucket_1,2119.582799634035
1327,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,bucket_1,2119.582799634035
1328,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,bucket_1,2119.582799634035
1329,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,bucket_1,2119.582799634035
